Home ID,Error,Original Address,Normalized Address,Normalized Street Number,Normalized Street Name,Normalized City,Flag Number Changed
2779,,"50 CROCKETT AV, DORCHESTER, MA 02124","50 Crockett Avenue, Boston, MA 02124",50,Crockett Avenue,Boston,
2780,,"43 CROCKETT AV, DORCHESTER, MA 02124","43 Crockett Avenue, Boston, MA 02124",43,Crockett Avenue,Boston,
2781,,"36  38 CROCKETT AV, DORCHESTER, MA 02124","36  38 Crockett Avenue, Boston, MA 02124",38,Crockett Avenue,Boston,true
2782,,"35 CROCKETT AV, DORCHESTER, MA 02124","35 Crockett Avenue, Boston, MA 02124",35,Crockett Avenue,Boston,
2783,,"158 MILTON ST, DORCHESTER, MA 02124","158 Milton Street, Boston, MA 02124",158,Milton Street,Boston,
2784,,"160 MILTON ST, DORCHESTER, MA 02124","160 Milton Street, Boston, MA 02124",160,Milton Street,Boston,
2785,,"172 MILTON ST, DORCHESTER, MA 02124","172 Milton Street, Boston, MA 02124",172,Milton Street,Boston,
2786,,"176 MILTON ST, DORCHESTER, MA 02124","176 Milton Street, Boston, MA 02124",176,Milton Street,Boston,
2787,,"45 GRAYSON ST, DORCHESTER, MA 02124","45 Grayson Street, Boston, MA 02124",45,Grayson Street,Boston,
2788,,"38  40 GRAYSON ST, DORCHESTER, MA 02124","38  40 Grayson Street, Boston, MA 02124",40,Grayson Street,Boston,true
2789,,"34 GRAYSON ST, DORCHESTER, MA 02124","34 Grayson Street, Boston, MA 02124",34,Grayson Street,Boston,
2790,,"30 GRAYSON ST, DORCHESTER, MA 02124","30 Grayson Street, Boston, MA 02124",30,Grayson Street,Boston,
2791,,"33 GRAYSON ST, DORCHESTER, MA 02124","33 Grayson Street, Boston, MA 02124",33,Grayson Street,Boston,
2792,,"26 GRAYSON ST, DORCHESTER, MA 02124","26 Grayson Street, Boston, MA 02124",26,Grayson Street,Boston,
2793,,"29 GRAYSON ST, DORCHESTER, MA 02124","29 Grayson Street, Boston, MA 02124",29,Grayson Street,Boston,
2794,,"23 GRAYSON ST, DORCHESTER, MA 02124","23 Grayson Street, Boston, MA 02124",23,Grayson Street,Boston,
2795,,"19 GRAYSON ST, DORCHESTER, MA 02124","19 Grayson Street, Boston, MA 02124",19,Grayson Street,Boston,
2796,,"10 GRAYSON ST, DORCHESTER, MA 02124","10 Grayson Street, Boston, MA 02124",10,Grayson Street,Boston,
2797,,"9 GRAYSON ST, DORCHESTER, MA 02124","9 Grayson Street, Boston, MA 02124",9,Grayson Street,Boston,
2798,,"5 GRAYSON ST, DORCHESTER, MA 02124","5 Grayson Street, Boston, MA 02124",5,Grayson Street,Boston,
2799,,"2 GRAYSON ST, DORCHESTER, MA 02124","2 Grayson Street, Boston, MA 02124",2,Grayson Street,Boston,
2800,,"5 BELTON ST, DORCHESTER, MA 02124","5 Belton Street, Boston, MA 02124",5,Belton Street,Boston,
2801,,"9 BELTON ST, DORCHESTER, MA 02124","9 Belton Street, Boston, MA 02124",9,Belton Street,Boston,
2802,,"19 BELTON ST, DORCHESTER, MA 02124","19 Belton Street, Boston, MA 02124",19,Belton Street,Boston,
2803,,"629 GALLIVAN BL, DORCHESTER, MA 02124","629 Gallivan Boulevard, Boston, MA 02124",629,Gallivan Boulevard,Boston,
2804,,"19 MARSH ST, DORCHESTER, MA 02124","19 Marsh Street, Boston, MA 02124",19,Marsh Street,Boston,
2805,,"15 FRAZER ST, DORCHESTER, MA 02124","15 Frazer Street, Boston, MA 02124",15,Frazer Street,Boston,
2806,,"27 FRAZER ST, DORCHESTER, MA 02124","27 Frazer Street, Boston, MA 02124",27,Frazer Street,Boston,
2807,,"202 MILTON ST, DORCHESTER, MA 02124","202 Milton Street, Boston, MA 02124",202,Milton Street,Boston,
2808,,"200 MILTON ST, DORCHESTER, MA 02124","200 Milton Street, Boston, MA 02124",200,Milton Street,Boston,
2809,,"24 MARSH ST, DORCHESTER, MA 02124","24 Marsh Street, Boston, MA 02124",24,Marsh Street,Boston,
2810,,"537  539 GALLIVAN BL, DORCHESTER, MA 02124","537  539 Gallivan Boulevard, Boston, MA 02124",539,Gallivan Boulevard,Boston,true
2811,,"6 MYRTLEBANK AV, DORCHESTER, MA 02124","6 Myrtlebank Avenue, Boston, MA 02124",6,Myrtlebank Avenue,Boston,
2812,,"9  11 MYRTLEBANK AV, DORCHESTER, MA 02124","9  11 Myrtlebank Avenue, Boston, MA 02124",11,Myrtlebank Avenue,Boston,true
2813,,"12 MYRTLEBANK AV, DORCHESTER, MA 02124","12 Myrtlebank Avenue, Boston, MA 02124",12,Myrtlebank Avenue,Boston,
2814,,"14 MYRTLEBANK AV, DORCHESTER, MA 02124","14 Myrtlebank Avenue, Boston, MA 02124",14,Myrtlebank Avenue,Boston,
2815,,"31  33 MYRTLEBANK AV, DORCHESTER, MA 02124","31  33 Myrtlebank Avenue, Boston, MA 02124",33,Myrtlebank Avenue,Boston,true
2816,,"18 MYRTLEBANK AV, DORCHESTER, MA 02124","18 Myrtlebank Avenue, Boston, MA 02124",18,Myrtlebank Avenue,Boston,
2817,,"35 MYRTLEBANK AV, DORCHESTER, MA 02124","35 Myrtlebank Avenue, Boston, MA 02124",35,Myrtlebank Avenue,Boston,
2818,,"39 MYRTLEBANK AV, DORCHESTER, MA 02124","39 Myrtlebank Avenue, Boston, MA 02124",39,Myrtlebank Avenue,Boston,
2819,,"26 MYRTLEBANK AV, DORCHESTER, MA 02124","26 Myrtlebank Avenue, Boston, MA 02124",26,Myrtlebank Avenue,Boston,
2820,,"30 MYRTLEBANK AV, DORCHESTER, MA 02124","30 Myrtlebank Avenue, Boston, MA 02124",30,Myrtlebank Avenue,Boston,
2821,,"32  34 MYRTLEBANK AV, DORCHESTER, MA 02124","32  34 Myrtlebank Avenue, Boston, MA 02124",34,Myrtlebank Avenue,Boston,true
2822,,"51 MYRTLEBANK AV, DORCHESTER, MA 02124","51 Myrtlebank Avenue, Boston, MA 02124",51,Myrtlebank Avenue,Boston,
2823,,"38 MYRTLEBANK AV, DORCHESTER, MA 02124","38 Myrtlebank Avenue, Boston, MA 02124",38,Myrtlebank Avenue,Boston,
2824,,"42 MYRTLEBANK AV, DORCHESTER, MA 02124","42 Myrtlebank Avenue, Boston, MA 02124",42,Myrtlebank Avenue,Boston,
2825,,"53 MYRTLEBANK AV, DORCHESTER, MA 02124","53 Myrtlebank Avenue, Boston, MA 02124",53,Myrtlebank Avenue,Boston,
2826,,"22 MYRTLEBANK AV, DORCHESTER, MA 02124","22 Myrtlebank Avenue, Boston, MA 02124",22,Myrtlebank Avenue,Boston,
2827,,"25 MYRTLEBANK AV, DORCHESTER, MA 02124","25 Myrtlebank Avenue, Boston, MA 02124",25,Myrtlebank Avenue,Boston,
2828,,"8 MYRTLEBANK AV, DORCHESTER, MA 02124","8 Myrtlebank Avenue, Boston, MA 02124",8,Myrtlebank Avenue,Boston,
2829,,"9 ROCKNE AV, DORCHESTER, MA 02124","9 Rockne Avenue, Boston, MA 02124",9,Rockne Avenue,Boston,
2830,,"11 ROCKNE AV, DORCHESTER, MA 02124","11 Rockne Avenue, Boston, MA 02124",11,Rockne Avenue,Boston,
2831,,"15 ROCKNE AV, DORCHESTER, MA 02124","15 Rockne Avenue, Boston, MA 02124",15,Rockne Avenue,Boston,
2832,,"19 ROCKNE AV, DORCHESTER, MA 02124","19 Rockne Avenue, Boston, MA 02124",19,Rockne Avenue,Boston,
2833,,"31 ROCKNE AV, DORCHESTER, MA 02124","31 Rockne Avenue, Boston, MA 02124",31,Rockne Avenue,Boston,
2834,,"35 ROCKNE AV, DORCHESTER, MA 02124","35 Rockne Avenue, Boston, MA 02124",35,Rockne Avenue,Boston,
2835,,"142 MILTON ST, DORCHESTER, MA 02124","142 Milton Street, Boston, MA 02124",142,Milton Street,Boston,
2836,,"138 MILTON ST, DORCHESTER, MA 02124","138 Milton Street, Boston, MA 02124",138,Milton Street,Boston,
2837,,"136 MILTON ST, DORCHESTER, MA 02124","136 Milton Street, Boston, MA 02124",136,Milton Street,Boston,
2838,,"130 MILTON ST, DORCHESTER, MA 02124","130 Milton Street, Boston, MA 02124",130,Milton Street,Boston,
2839,,"116 MILTON ST, DORCHESTER, MA 02124","116 Milton Street, Boston, MA 02124",116,Milton Street,Boston,
2840,,"43 LENOXDALE AV, DORCHESTER, MA 02124","43 Lenoxdale Avenue, Boston, MA 02124",43,Lenoxdale Avenue,Boston,
2841,,"37 LENOXDALE AV, DORCHESTER, MA 02124","37 Lenoxdale Avenue, Boston, MA 02124",37,Lenoxdale Avenue,Boston,
2842,,"22 LENOXDALE AV, DORCHESTER, MA 02124","22 Lenoxdale Avenue, Boston, MA 02124",22,Lenoxdale Avenue,Boston,
2843,,"23 LENOXDALE AV, DORCHESTER, MA 02124","23 Lenoxdale Avenue, Boston, MA 02124",23,Lenoxdale Avenue,Boston,
2844,,"19 LENOXDALE AV, DORCHESTER, MA 02124","19 Lenoxdale Avenue, Boston, MA 02124",19,Lenoxdale Avenue,Boston,
2845,,"18 LENOXDALE AV, DORCHESTER, MA 02124","18 Lenoxdale Avenue, Boston, MA 02124",18,Lenoxdale Avenue,Boston,
2846,,"15 LENOXDALE AV, DORCHESTER, MA 02124","15 Lenoxdale Avenue, Boston, MA 02124",15,Lenoxdale Avenue,Boston,
2847,,"16 LENOXDALE AV, DORCHESTER, MA 02124","16 Lenoxdale Avenue, Boston, MA 02124",16,Lenoxdale Avenue,Boston,
2848,,"11 LENOXDALE AV, DORCHESTER, MA 02124","11 Lenoxdale Avenue, Boston, MA 02124",11,Lenoxdale Avenue,Boston,
2849,,"12 LENOXDALE AV, DORCHESTER, MA 02124","12 Lenoxdale Avenue, Boston, MA 02124",12,Lenoxdale Avenue,Boston,
2850,,"9 LENOXDALE AV, DORCHESTER, MA 02124","9 Lenoxdale Avenue, Boston, MA 02124",9,Lenoxdale Avenue,Boston,
2851,,"10 LENOXDALE AV, DORCHESTER, MA 02124","10 Lenoxdale Avenue, Boston, MA 02124",10,Lenoxdale Avenue,Boston,
2852,,"8 LENOXDALE AV, DORCHESTER, MA 02124","8 Lenoxdale Avenue, Boston, MA 02124",8,Lenoxdale Avenue,Boston,
2853,,"6 LENOXDALE AV, DORCHESTER, MA 02124","6 Lenoxdale Avenue, Boston, MA 02124",6,Lenoxdale Avenue,Boston,
2854,,"5 LENOXDALE AV, DORCHESTER, MA 02124","5 Lenoxdale Avenue, Boston, MA 02124",5,Lenoxdale Avenue,Boston,
2855,,"36 GRANITE AV, DORCHESTER, MA 02124","36 Granite Avenue, Boston, MA 02124",36,Granite Avenue,Boston,
2856,,"101 GALLIVAN BL, DORCHESTER, MA 02124","101 Gallivan Boulevard, Boston, MA 02124",101,Gallivan Boulevard,Boston,
2857,,"111 GALLIVAN BL, DORCHESTER, MA 02124","111 Gallivan Boulevard, Boston, MA 02124",111,Gallivan Boulevard,Boston,
2858,,"105  107 GALLIVAN BL, DORCHESTER, MA 02124","105  107 Gallivan Boulevard, Boston, MA 02124",107,Gallivan Boulevard,Boston,true
2859,,"15 ELLISON AV, MATTAPAN, MA 02126","15 Ellison Avenue, Boston, MA 02126",15,Ellison Avenue,Boston,
2860,,"23 ELLISON AV, MATTAPAN, MA 02126","23 Ellison Avenue, Boston, MA 02126",23,Ellison Avenue,Boston,
2861,,"27 ELLISON AV, MATTAPAN, MA 02126","27 Ellison Avenue, Boston, MA 02126",27,Ellison Avenue,Boston,
2862,,"32 ELLISON AV, MATTAPAN, MA 02126","32 Ellison Avenue, Boston, MA 02126",32,Ellison Avenue,Boston,
2863,,"31 ELLISON AV, MATTAPAN, MA 02126","31 Ellison Avenue, Boston, MA 02126",31,Ellison Avenue,Boston,
2864,,"35 ELLISON AV, MATTAPAN, MA 02126","35 Ellison Avenue, Boston, MA 02126",35,Ellison Avenue,Boston,
2865,,"36 ELLISON AV, MATTAPAN, MA 02126","36 Ellison Avenue, Boston, MA 02126",36,Ellison Avenue,Boston,
2866,,"39 ELLISON AV, MATTAPAN, MA 02126","39 Ellison Avenue, Boston, MA 02126",39,Ellison Avenue,Boston,
2867,,"41 ELLISON AV, MATTAPAN, MA 02126","41 Ellison Avenue, Boston, MA 02126",41,Ellison Avenue,Boston,
2868,,"48 ELLISON AV, MATTAPAN, MA 02126","48 Ellison Avenue, Boston, MA 02126",48,Ellison Avenue,Boston,
2869,,"49  51 ELLISON AV, MATTAPAN, MA 02126","49  51 Ellison Avenue, Boston, MA 02126",51,Ellison Avenue,Boston,true
2870,,"52 ELLISON AV, MATTAPAN, MA 02126","52 Ellison Avenue, Boston, MA 02126",52,Ellison Avenue,Boston,
2871,,"60 ELLISON AV, MATTAPAN, MA 02126","60 Ellison Avenue, Boston, MA 02126",60,Ellison Avenue,Boston,
2872,,"1175 MORTON ST, MATTAPAN, MA 02126","1175 Morton Street, Boston, MA 02126",1175,Morton Street,Boston,
2873,,"1172 MORTON ST, MATTAPAN, MA 02126","1172 Morton Street, Boston, MA 02126",1172,Morton Street,Boston,
2874,,"1176 MORTON ST, MATTAPAN, MA 02126","1176 Morton Street, Boston, MA 02126",1176,Morton Street,Boston,
2875,,"1193 MORTON ST, MATTAPAN, MA 02126","1193 Morton Street, Boston, MA 02126",1193,Morton Street,Boston,
2876,,"1184 MORTON ST, MATTAPAN, MA 02126","1184 Morton Street, Boston, MA 02126",1184,Morton Street,Boston,
2877,,"81 PLEASANT HILL AV, MATTAPAN, MA 02126","81 Pleasant Hill Avenue, Boston, MA 02126",81,Pleasant Hill Avenue,Boston,
2878,,"77 PLEASANT HILL AV, MATTAPAN, MA 02126","77 Pleasant Hill Avenue, Boston, MA 02126",77,Pleasant Hill Avenue,Boston,
2879,,"73 PLEASANT HILL AV, MATTAPAN, MA 02126","73 Pleasant Hill Avenue, Boston, MA 02126",73,Pleasant Hill Avenue,Boston,
2880,,"69 PLEASANT HILL AV, MATTAPAN, MA 02126","69 Pleasant Hill Avenue, Boston, MA 02126",69,Pleasant Hill Avenue,Boston,
2881,,"65 PLEASANT HILL AV, MATTAPAN, MA 02126","65 Pleasant Hill Avenue, Boston, MA 02126",65,Pleasant Hill Avenue,Boston,
2882,,"1187 MORTON ST, MATTAPAN, MA 02126","1187 Morton Street, Boston, MA 02126",1187,Morton Street,Boston,
2883,,"3 OLD MORTON ST, MATTAPAN, MA 02126","3 Old Morton Street, Boston, MA 02126",3,Old Morton Street,Boston,
2884,,"7 OLD MORTON ST, MATTAPAN, MA 02126","7 Old Morton Street, Boston, MA 02126",7,Old Morton Street,Boston,
2885,,"21 OLD MORTON ST, MATTAPAN, MA 02126","21 Old Morton Street, Boston, MA 02126",21,Old Morton Street,Boston,
2886,,"56 TEMPLE ST, MATTAPAN, MA 02126","56 Temple Street, Boston, MA 02126",56,Temple Street,Boston,
2887,,"60 TEMPLE ST, MATTAPAN, MA 02126","60 Temple Street, Boston, MA 02126",60,Temple Street,Boston,
2888,,"63 TEMPLE ST, MATTAPAN, MA 02126","63 Temple Street, Boston, MA 02126",63,Temple Street,Boston,
2889,,"67 TEMPLE ST, MATTAPAN, MA 02126","67 Temple Street, Boston, MA 02126",67,Temple Street,Boston,
2890,,"66 TEMPLE ST, MATTAPAN, MA 02126","66 Temple Street, Boston, MA 02126",66,Temple Street,Boston,
2891,,"150 MANCHESTER ST, MATTAPAN, MA 02126","150 Manchester Street, Boston, MA 02126",150,Manchester Street,Boston,
2892,,"154 MANCHESTER ST, MATTAPAN, MA 02126","154 Manchester Street, Boston, MA 02126",154,Manchester Street,Boston,
2893,,"146 MANCHESTER ST, MATTAPAN, MA 02126","146 Manchester Street, Boston, MA 02126",146,Manchester Street,Boston,
2894,,"71  73 TEMPLE ST, MATTAPAN, MA 02126","71  73 Temple Street, Boston, MA 02126",73,Temple Street,Boston,true
2895,,"1185 MORTON ST, MATTAPAN, MA 02126","1185 Morton Street, Boston, MA 02126",1185,Morton Street,Boston,
2896,,"1181 MORTON ST, MATTAPAN, MA 02126","1181 Morton Street, Boston, MA 02126",1181,Morton Street,Boston,
2897,,"158 MANCHESTER ST, MATTAPAN, MA 02126","158 Manchester Street, Boston, MA 02126",158,Manchester Street,Boston,
2898,,"162 MANCHESTER ST, MATTAPAN, MA 02126","162 Manchester Street, Boston, MA 02126",162,Manchester Street,Boston,
2899,,"166 MANCHESTER ST, MATTAPAN, MA 02126","166 Manchester Street, Boston, MA 02126",166,Manchester Street,Boston,
2900,,"178 MANCHESTER ST, MATTAPAN, MA 02126","178 Manchester Street, Boston, MA 02126",178,Manchester Street,Boston,
2901,,"182 MANCHESTER ST, MATTAPAN, MA 02126","182 Manchester Street, Boston, MA 02126",182,Manchester Street,Boston,
2902,,"181 MANCHESTER ST, MATTAPAN, MA 02126","181 Manchester Street, Boston, MA 02126",181,Manchester Street,Boston,
2903,,"185 MANCHESTER ST, MATTAPAN, MA 02126","185 Manchester Street, Boston, MA 02126",185,Manchester Street,Boston,
2904,,"189 MANCHESTER ST, MATTAPAN, MA 02126","189 Manchester Street, Boston, MA 02126",189,Manchester Street,Boston,
2905,,"67  69 CEDAR ST, MATTAPAN, MA 02126","67  69 Cedar Street, Boston, MA 02126",69,Cedar Street,Boston,true
2906,,"53 CEDAR ST, MATTAPAN, MA 02126","53 Cedar Street, Boston, MA 02126",53,Cedar Street,Boston,
2907,,"65 SANFORD ST, MATTAPAN, MA 02126","65 Sanford Street, Boston, MA 02126",65,Sanford Street,Boston,
2908,,"63 SANFORD ST, MATTAPAN, MA 02126","63 Sanford Street, Boston, MA 02126",63,Sanford Street,Boston,
2909,,"57 SANFORD ST, MATTAPAN, MA 02126","57 Sanford Street, Boston, MA 02126",57,Sanford Street,Boston,
2910,,"47 SANFORD ST, MATTAPAN, MA 02126","47 Sanford Street, Boston, MA 02126",47,Sanford Street,Boston,
2911,,"43 SANFORD ST, MATTAPAN, MA 02126","43 Sanford Street, Boston, MA 02126",43,Sanford Street,Boston,
2912,,"69 IDAHO ST, MATTAPAN, MA 02126","69 Idaho Street, Boston, MA 02126",69,Idaho Street,Boston,
2913,,"62 CEDAR ST, MATTAPAN, MA 02126","62 Cedar Street, Boston, MA 02126",62,Cedar Street,Boston,
2914,,"74 IDAHO ST, MATTAPAN, MA 02126","74 Idaho Street, Boston, MA 02126",74,Idaho Street,Boston,
2915,,"63 IDAHO ST, MATTAPAN, MA 02126","63 Idaho Street, Boston, MA 02126",63,Idaho Street,Boston,
2916,,"59 IDAHO ST, MATTAPAN, MA 02126","59 Idaho Street, Boston, MA 02126",59,Idaho Street,Boston,
2917,,"66 IDAHO ST, MATTAPAN, MA 02126","66 Idaho Street, Boston, MA 02126",66,Idaho Street,Boston,
2918,,"58  60 IDAHO ST, MATTAPAN, MA 02126","58  60 Idaho Street, Boston, MA 02126",60,Idaho Street,Boston,true
2919,,"41 IDAHO ST, MATTAPAN, MA 02126","41 Idaho Street, Boston, MA 02126",41,Idaho Street,Boston,
2920,,"52 IDAHO ST, MATTAPAN, MA 02126","52 Idaho Street, Boston, MA 02126",52,Idaho Street,Boston,
2921,,"42 IDAHO ST, MATTAPAN, MA 02126","42 Idaho Street, Boston, MA 02126",42,Idaho Street,Boston,
2922,,"27 IDAHO ST, MATTAPAN, MA 02126","27 Idaho Street, Boston, MA 02126",27,Idaho Street,Boston,
2923,,"30 IDAHO ST, MATTAPAN, MA 02126","30 Idaho Street, Boston, MA 02126",30,Idaho Street,Boston,
2924,,"25 IDAHO ST, MATTAPAN, MA 02126","25 Idaho Street, Boston, MA 02126",25,Idaho Street,Boston,
2925,,"24 IDAHO ST, MATTAPAN, MA 02126","24 Idaho Street, Boston, MA 02126",24,Idaho Street,Boston,
2926,,"14 IDAHO ST, MATTAPAN, MA 02126","14 Idaho Street, Boston, MA 02126",14,Idaho Street,Boston,
2927,,"121 RIVER ST, MATTAPAN, MA 02126","121 River Street, Boston, MA 02126",121,River Street,Boston,
2928,,"124 RIVER ST, MATTAPAN, MA 02126","124 River Street, Boston, MA 02126",124,River Street,Boston,
2929,,"108  106 RIVER ST, MATTAPAN, MA 02126","108  106 River Street, Boston, MA 02126",106,River Street,Boston,true
2930,,"126 R RIVER ST, MATTAPAN, MA 02126","126 R River Street, Boston, MA 02126",126R,River Street,Boston,true
2931,,"155 RIVER ST, MATTAPAN, MA 02126","155 River Street, Boston, MA 02126",155,River Street,Boston,
2932,,"154  156 RIVER ST, MATTAPAN, MA 02126","154  156 River Street, Boston, MA 02126",156,River Street,Boston,true
2933,,"168 RIVER ST, MATTAPAN, MA 02126","168 River Street, Boston, MA 02126",168,River Street,Boston,
2934,,"161 RIVER ST, MATTAPAN, MA 02126","161 River Street, Boston, MA 02126",161,River Street,Boston,
2935,,"165 RIVER ST, MATTAPAN, MA 02126","165 River Street, Boston, MA 02126",165,River Street,Boston,
2936,,"164 RIVER ST, MATTAPAN, MA 02126","164 River Street, Boston, MA 02126",164,River Street,Boston,
2937,,"3 GLENMORE ST, MATTAPAN, MA 02126","3 Glenmore Street, Boston, MA 02126",3,Glenmore Street,Boston,
2938,,"25 GROVELAND ST, MATTAPAN, MA 02126","25 Groveland Street, Boston, MA 02126",25,Groveland Street,Boston,
2939,,"19 GROVELAND ST, MATTAPAN, MA 02126","19 Groveland Street, Boston, MA 02126",19,Groveland Street,Boston,
2940,,"14 GROVELAND ST, MATTAPAN, MA 02126","14 Groveland Street, Boston, MA 02126",14,Groveland Street,Boston,
2941,,"11 GROVELAND ST, MATTAPAN, MA 02126","11 Groveland Street, Boston, MA 02126",11,Groveland Street,Boston,
2942,,"33 GROVELAND ST, MATTAPAN, MA 02126","33 Groveland Street, Boston, MA 02126",33,Groveland Street,Boston,
2943,,"36 GROVELAND ST, MATTAPAN, MA 02126","36 Groveland Street, Boston, MA 02126",36,Groveland Street,Boston,
2944,,"37 GROVELAND ST, MATTAPAN, MA 02126","37 Groveland Street, Boston, MA 02126",37,Groveland Street,Boston,
2945,,"56 GROVELAND ST, MATTAPAN, MA 02126","56 Groveland Street, Boston, MA 02126",56,Groveland Street,Boston,
2946,,"60 GROVELAND ST, MATTAPAN, MA 02126","60 Groveland Street, Boston, MA 02126",60,Groveland Street,Boston,
2947,,"57 GROVELAND ST, MATTAPAN, MA 02126","57 Groveland Street, Boston, MA 02126",57,Groveland Street,Boston,
2948,,"236 MANCHESTER ST, MATTAPAN, MA 02126","236 Manchester Street, Boston, MA 02126",236,Manchester Street,Boston,
2949,,"240 MANCHESTER ST, MATTAPAN, MA 02126","240 Manchester Street, Boston, MA 02126",240,Manchester Street,Boston,
2950,,"248 MANCHESTER ST, MATTAPAN, MA 02126","248 Manchester Street, Boston, MA 02126",248,Manchester Street,Boston,
2951,,"252 MANCHESTER ST, MATTAPAN, MA 02126","252 Manchester Street, Boston, MA 02126",252,Manchester Street,Boston,
2952,,"35 STANDARD ST, MATTAPAN, MA 02126","35 Standard Street, Boston, MA 02126",35,Standard Street,Boston,
2953,,"25 STANDARD ST, MATTAPAN, MA 02126","25 Standard Street, Boston, MA 02126",25,Standard Street,Boston,
2954,,"8 MENTON ST, MATTAPAN, MA 02126","8 Menton Street, Boston, MA 02126",8,Menton Street,Boston,
2955,,"15 MENTON ST, MATTAPAN, MA 02126","15 Menton Street, Boston, MA 02126",15,Menton Street,Boston,
2956,,"2 MENTON ST, MATTAPAN, MA 02126","2 Menton Street, Boston, MA 02126",2,Menton Street,Boston,
2957,,"5 MENTON ST, MATTAPAN, MA 02126","5 Menton Street, Boston, MA 02126",5,Menton Street,Boston,
2958,,"52 GROVELAND ST, MATTAPAN, MA 02126","52 Groveland Street, Boston, MA 02126",52,Groveland Street,Boston,
2959,,"3 CHESTER PK, MATTAPAN, MA 02126","3 Chester Park, Boston, MA 02126",3,Chester Park,Boston,
2960,,"78 REGIS RD, MATTAPAN, MA 02126","78 Regis Road, Boston, MA 02126",78,Regis Road,Boston,
2961,,"5 CHESTER PK, MATTAPAN, MA 02126","5 Chester Park, Boston, MA 02126",5,Chester Park,Boston,
2962,,"67 REGIS RD, MATTAPAN, MA 02126","67 Regis Road, Boston, MA 02126",67,Regis Road,Boston,
2963,,"68 REGIS RD, MATTAPAN, MA 02126","68 Regis Road, Boston, MA 02126",68,Regis Road,Boston,
2964,,"61 REGIS RD, MATTAPAN, MA 02126","61 Regis Road, Boston, MA 02126",61,Regis Road,Boston,
2965,,"62 REGIS RD, MATTAPAN, MA 02126","62 Regis Road, Boston, MA 02126",62,Regis Road,Boston,
2966,,"15 ROCKWAY ST, MATTAPAN, MA 02126","15 Rockway Street, Boston, MA 02126",15,Rockway Street,Boston,
2967,,"25 REXFORD ST, MATTAPAN, MA 02126","25 Rexford Street, Boston, MA 02126",25,Rexford Street,Boston,
2968,,"23 REXFORD ST, MATTAPAN, MA 02126","23 Rexford Street, Boston, MA 02126",23,Rexford Street,Boston,
2969,,"29 REXFORD ST, MATTAPAN, MA 02126","29 Rexford Street, Boston, MA 02126",29,Rexford Street,Boston,
2970,,"32  30 REXFORD ST, MATTAPAN, MA 02126","32  30 Rexford Street, Boston, MA 02126",30,Rexford Street,Boston,true
2971,,"37 REXFORD ST, MATTAPAN, MA 02126","37 Rexford Street, Boston, MA 02126",37,Rexford Street,Boston,
2972,,"41 REXFORD ST, MATTAPAN, MA 02126","41 Rexford Street, Boston, MA 02126",41,Rexford Street,Boston,
2973,,"45 REXFORD ST, MATTAPAN, MA 02126","45 Rexford Street, Boston, MA 02126",45,Rexford Street,Boston,
2974,,"49 REXFORD ST, MATTAPAN, MA 02126","49 Rexford Street, Boston, MA 02126",49,Rexford Street,Boston,
2975,,"61 REXFORD ST, MATTAPAN, MA 02126","61 Rexford Street, Boston, MA 02126",61,Rexford Street,Boston,
2976,,"24  26 REGIS RD, MATTAPAN, MA 02126","24  26 Regis Road, Boston, MA 02126",26,Regis Road,Boston,true
2977,,"20  22 REGIS RD, MATTAPAN, MA 02126","20  22 Regis Road, Boston, MA 02126",22,Regis Road,Boston,true
2978,,"8 HOLLINGSWORTH ST, MATTAPAN, MA 02126","8 Hollingsworth Street, Boston, MA 02126",8,Hollingsworth Street,Boston,
2979,,"12 HOLLINGSWORTH ST, MATTAPAN, MA 02126","12 Hollingsworth Street, Boston, MA 02126",12,Hollingsworth Street,Boston,
2980,,"16 HOLLINGSWORTH ST, MATTAPAN, MA 02126","16 Hollingsworth Street, Boston, MA 02126",16,Hollingsworth Street,Boston,
2981,,"20 HOLLINGSWORTH ST, MATTAPAN, MA 02126","20 Hollingsworth Street, Boston, MA 02126",20,Hollingsworth Street,Boston,
2982,,"24 HOLLINGSWORTH ST, MATTAPAN, MA 02126","24 Hollingsworth Street, Boston, MA 02126",24,Hollingsworth Street,Boston,
2983,,"23 HOLLINGSWORTH ST, MATTAPAN, MA 02126","23 Hollingsworth Street, Boston, MA 02126",23,Hollingsworth Street,Boston,
2984,,"31 HOLLINGSWORTH ST, MATTAPAN, MA 02126","31 Hollingsworth Street, Boston, MA 02126",31,Hollingsworth Street,Boston,
2985,,"34 HOLLINGSWORTH ST, MATTAPAN, MA 02126","34 Hollingsworth Street, Boston, MA 02126",34,Hollingsworth Street,Boston,
2986,,"35 HOLLINGSWORTH ST, MATTAPAN, MA 02126","35 Hollingsworth Street, Boston, MA 02126",35,Hollingsworth Street,Boston,
2987,,"38 HOLLINGSWORTH ST, MATTAPAN, MA 02126","38 Hollingsworth Street, Boston, MA 02126",38,Hollingsworth Street,Boston,
2988,,"54 HOLLINGSWORTH ST, MATTAPAN, MA 02126","54 Hollingsworth Street, Boston, MA 02126",54,Hollingsworth Street,Boston,
2989,,"60 HOLLINGSWORTH ST, MATTAPAN, MA 02126","60 Hollingsworth Street, Boston, MA 02126",60,Hollingsworth Street,Boston,
